name,neighborhood,Location 1,image_urls,description
Greater Grace World Outreach,Pulaski Industrial Area,"6025 MORAVIA PARK DR
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/GGWO_Church_Service.JPG/300px-GGWO_Church_Service.JPG,"Greater Grace World Outreach (GGWO) is an affiliation of nondenominational. evangelical Christian churches that emphasize grace, the finished work, and missions. The headquarters of Greater Grace World Outreach is currently located at its megachurch in Baltimore, Maryland. GGWO was founded by Carl H. Stevens Jr. who was succeeded by Pastor Thomas Schaller as Presiding Elder and Overseeing Pastor of Greater Grace World Outreach in Baltimore in April 2005.[2]"
Christian Temple Baptist Church,Easterwood,"2109 NORTH AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Race_and_ethnicity_2010-_Baltimore_%285559896701%29.png/220px-Race_and_ethnicity_2010-_Baltimore_%285559896701%29.png,"There have been various ethnic groups in Baltimore, Maryland and its surrounding area since it was founded as a British colony in 1661. Native Americans lived in the Baltimore territory for millennia before European colonization, and some still reside in the city."
Andrew Chapel Methodist Church,Waltherson,"4100 FRANKFORD AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/MD_Route_26.svg/70px-MD_Route_26.svg.png,""
Church Of Christ,Roland Park,"530 UNIVERSITY PKWY
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/a/aa/Churches_Uniting_in_Christ_Logo.png,"Churches Uniting in Christ (CUIC) is an ecumenical organization that brings together ten mainline American denominations (including both predominantly white and predominantly black churches), and was inaugurated on January 20, 2002 in Memphis, Tennessee on the balcony of the Lorraine Motel.[1] It is the successor organization to the Consultation on Church Union."
Mount Hebron Baptist Church,Coppin Heights/Ash-Co-East,"2651 NORTH AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Cherry_Grove.jpg/220px-Cherry_Grove.jpg,"The Maryland Historical Trust serves as the central historic preservation office in Maryland.[1] The properties listed reside within the boundaries of modern Howard County. Prior to 1851, sites would have been part of Anne Arundel County. Sites settled prior to 1650 would have been part of St Mary's County in the Province of Maryland which was settled in 1632 by Europeans."
Mount Olive Christian Church,Upton,"823 LANVALE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/WashingtonMonumentView.jpg/250px-WashingtonMonumentView.jpg,Coordinates: 39°17.9′N 76°37′W﻿ / ﻿39.2983°N 76.617°W﻿ / 39.2983; -76.617
Christ & Country Church,Christopher,"6020 OLD HARFORD RD
Baltimore, MD",http:,
Sharon Baptist Church,Sandtown-Winchester,"1373 STRICKER ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Good Shepherd Baptist Church,Park Circle,"3459 PARK HEIGHTS AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/West_Presbyterian_Church%2C_Carmine_Street.jpg/220px-West_Presbyterian_Church%2C_Carmine_Street.jpg,Coordinates: 40°45′15″N 73°58′57″W﻿ / ﻿40.75413°N 73.98244°W﻿ / 40.75413; -73.98244
Christ Church,Mid-Town Belvedere,"1110 SAINT PAUL ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/8/82/MD_Route_139.svg/88px-MD_Route_139.svg.png,""
Shaarei Tfiloh Congregation,Parkview/Woodbrook,"2001 LIBERTY HEIGHTS AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Shaarei_Tfiloh_Baltimore.JPG/200px-Shaarei_Tfiloh_Baltimore.JPG,"The history of the Russians in Baltimore dates back to the mid-19th century. The Russian community is a growing population and constitutes a major source of new immigrants to the city. Historically the Russian community was centered in East Baltimore, but most Russians now live in Northwest Baltimore's Arlington neighborhood and in Baltimore's suburb of Pikesville.[1]"
Wayman's Ame Church,Washington Village,"1305 WASHINGTON BLVD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The African Methodist Episcopal Church, usually called the A.M.E. Church, is a predominantly African-American Methodist denomination based in the United States. It is the oldest independent Protestant denomination founded by black people in the world. It was founded by the Rt. Rev. Richard Allen in Philadelphia, Pennsylvania, in 1816 from several black Methodist congregations in the mid-Atlantic area that wanted independence from white Methodists. Allen was consecrated its first bishop in 1816. It began with 8 clergy and 5 churches, and by 1846 had grown to 176 clergy, 296 churches, and 17,375 members. The 20,000 members in 1856 were located primarily in the North.[4][5] AME national membership (including probationers and preachers) jumped from 70,000 in 1866 to 207,000 in 1876.[6]"
Revival Mission Church,Franklin Square,"24 FULTON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/St_james_episcopal_church_baltimore_front.jpg/220px-St_james_episcopal_church_baltimore_front.jpg,"St. James Episcopal Church Lafayette Square, or St. James African Episcopal Church, founded in 1824, is a historic Episcopal church now located at 1024 W. Lafayette Avenue in the Lafayette Square Historic District of Baltimore, Maryland.[1]"
Rehobeth Church Of God,Franklintown Road,"700 POPLAR GROVE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Plymouth_Colony_seal.png/85px-Plymouth_Colony_seal.png,"
Seal of Plymouth Colony"
Sexton United Methodist Church,Morrell Park,"1721 SEXTON ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Tindley.jpg/150px-Tindley.jpg,"Rev. Dr. Charles Albert Tindley (July 7, 1851 – July 26, 1933) was an American Methodist minister and gospel music composer."
New Bethel Church Of God,Cylburn,"4651 PIMLICO RD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"The African Methodist Episcopal Church, usually called the A.M.E. Church, is a predominantly African-American Methodist denomination based in the United States. It is the oldest independent Protestant denomination founded by black people in the world. It was founded by the Rt. Rev. Richard Allen in Philadelphia, Pennsylvania, in 1816 from several black Methodist congregations in the mid-Atlantic area that wanted independence from white Methodists. Allen was consecrated its first bishop in 1816. It began with 8 clergy and 5 churches, and by 1846 had grown to 176 clergy, 296 churches, and 17,375 members. The 20,000 members in 1856 were located primarily in the North.[4][5] AME national membership (including probationers and preachers) jumped from 70,000 in 1866 to 207,000 in 1876.[6]"
Beth-El Temple Church Of Christ,Woodmere,"3910 ROGERS AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Race_and_ethnicity_2010-_Baltimore_%285559896701%29.png/220px-Race_and_ethnicity_2010-_Baltimore_%285559896701%29.png,"There have been various ethnic groups in Baltimore, Maryland and its surrounding area since it was founded as a British colony in 1661. Native Americans lived in the Baltimore territory for millennia before European colonization, and some still reside in the city."
Grace United Methodist Church,Homeland,"5407 CHARLES ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Havre_De_Grace_Maryland_Lighthouse_600.jpg/200px-Havre_De_Grace_Maryland_Lighthouse_600.jpg,"Havre de Grace i/ˌhævər dᵻˈɡreɪs/,[4] abbreviated HdG, is a city in Harford County, Maryland, situated at the mouth of the Susquehanna River and the head of Chesapeake Bay. It is named after the port city of Le Havre, France, which in full was once Le Havre de Grâce (French, ""Harbor of Grace""). The population was 12,952 at the 2010 United States Census. The city was honored as one of America's 20 best small towns to visit in 2014 by Smithsonian magazine.[5]"
Bible Way Baptist Church,Biddle Street,"2423 BIDDLE ST
Baltimore, MD",http:,"This is a list of the largest Protestant churches in the United States with more than 1,000 members. Most of these are considered megachurches, while some fall outside this definition.[1] The Hartford Institute's database lists more than 1,300 such Protestant churches in the United States. According to that data, approximately 50 churches on the list have attendance ranging from 10,000 to 47,000.[2]"
New Gethsemane Baptist Church,Coldstream Homestead Montebello,"1613 GORSUCH AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Brown_Memorial_Presby_Church.jpg/220px-Brown_Memorial_Presby_Church.jpg,"Brown Memorial Park Avenue Presbyterian Church of Baltimore, Maryland, U.S., is a large, Gothic Revival-style church built in 1870 and located at Park and Lafayette Avenues in the city's Bolton Hill section. Named in memory of a 19th-century Baltimore financier, the ornate church is noted for its exquisite stained glass windows by renowned artist Louis Comfort Tiffany, soaring vaulted ceiling, and the prominent persons associated with its history. Maltbie Babcock, who was the church's pastor 1887–1900, wrote the familiar hymn, This is My Father's World.[1] Storied virtuoso concert performer Virgil Fox was organist at Brown Memorial early in his career (1936–1946).[2]"
Beautiful Gate Baptist Church,Franklin Square,"255 MONROE ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
New Elizabeth Baptist Church,Central Park Heights,"4901 PARK HEIGHTS AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/9/98/BaltimoreC12.png/250px-BaltimoreC12.png,"Baltimore (/ˈbɔːltᵻˌmɔːr/, locally: [ˈbɔɫ.mɔɻ]) is the largest city in the U.S. state of Maryland, and the 29th-most populous city in the country. It was established by the Constitution of Maryland[9] and is not part of any county; thus, it is the largest independent city in the United States, with a population of 621,849 as of 2015. As of 2016, the population of the Baltimore metropolitan area was estimated to be just under 2.8 million making it the 21st largest metropolitan area in the country.[10]"
Highland Assembly Of God,Brewers Hill,"3930 FLEET ST
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/2016-06-25_10_37_21_View_of_Frostburg%2C_Allegany_County%2C_Maryland_from_Maryland_State_Route_36_%28New_Georges_Creek_Road%29_just_north_of_Interstate_68_%28National_Freeway%29.jpg/250px-thumbnail.jpg,"Frostburg is a city in Allegany County, Maryland, United States, and is at the head of the Georges Creek Valley. It is part of the Cumberland, MD-WV Metropolitan Statistical Area. The population was 9,002 at the 2010 census. Located 8 miles (13 km) west of Cumberland, the town is one of the first cities on the ""National Road"", US 40, and the western terminus of the Western Maryland Scenic Railroad. Since 1973, the city has been served by what is now Interstate 68.[4]"
Church Of God,Rognel Heights,"4310 EDMONDSON AVE
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Greek_Orthodox_Cathedral_of_the_Annunciation_%28Baltimore%2C_Maryland%29.jpg/200px-Greek_Orthodox_Cathedral_of_the_Annunciation_%28Baltimore%2C_Maryland%29.jpg,The history of the Greeks in Baltimore dates back to the late 19th and early 20th centuries. Baltimore is home to one of the largest Greek American communities in the United States. The community is centered in the Greektown and Highlandtown neighborhoods of East Baltimore.
Church Of The Messiah,Glenham-Belford,"5801 HARFORD RD
Baltimore, MD",http://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Baltimore_fire_aftermath.jpg/280px-Baltimore_fire_aftermath.jpg,"The Great Baltimore Fire raged in Baltimore, Maryland, United States on Sunday, February 7 and Monday, February 8, 1904. 1,231 firefighters helped bring the blaze under control, both professional paid Truck and Engine companies from the Baltimore City Fire Department (B.C.F.D.) and volunteers from the surrounding counties and outlying towns of Maryland, as well as out-of-state units that arrived on the major railroads. It destroyed much of central Baltimore, including over 1,500 buildings covering an area of some 140 acres (57 ha). From North Howard Street in the west and southwest, the flames spread north through the retail shopping area as far as Fayette Street and began moving eastward, pushed along by the prevailing winds. Narrowly missing the new 1900 Circuit Courthouse (now Clarence M. Mitchell, Jr. Courthouse), fire passed the historic Battle Monument Square from 1815-27 at North Calvert Street, and the quarter-century old Baltimore City Hall (of 1875) on Holliday Street; and finally spread further east to the Jones Falls stream which divided the downtown business district from the old East Baltimore tightly-packed residential neighborhoods of Jonestown (also known as Old Town) and newly named ""Little Italy"". The fire's wide swath burned as far south as the wharves and piers lining the north side of the old ""Basin"" (today's ""Inner Harbor"") of the Northwest Branch of the Baltimore Harbor and Patapsco River facing along Pratt Street. It is considered historically the third worst conflagration in an American city, surpassed only by the Great Chicago Fire of 1871, and the San Francisco Earthquake and Fire of 1906. Other major urban disasters that were comparable (but not fires) were the Galveston Hurricane of 1900 and most recently, Hurricane Katrina that hit New Orleans and the Gulf of Mexico coast in August 2005."
